"Dist Code","Year","State Code","State Name","Dist Name","RICE HARVEST PRICE (Rs per Quintal)","PADDY HARVEST PRICE (Rs per Quintal)","WHEAT HARVEST PRICE (Rs per Quintal)","SORGHUM HARVEST PRICE (Rs per Quintal)","PEARL MILLET HARVEST PRICE (Rs per Quintal)","MAIZE HARVEST PRICE (Rs per Quintal)","FINGER MILLET HARVEST PRICE (Rs per Quintal)","BARLEY HARVEST PRICE (Rs per Quintal)","CHICKPEA HARVEST PRICE (Rs per Quintal)","PIGEONPEA HARVEST PRICE (Rs per Quintal)","GROUNDNUT HARVEST PRICE (Rs per Quintal)","SEASMUM HARVEST PRICE (Rs per Quintal)","RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal)","CASTOR HARVEST PRICE (Rs per Quintal)","LINSEED HARVEST PRICE (Rs per Quintal)","SUGARCANE GUR HARVEST PRICE (Rs per Quintal)","COTTON KAPAS HARVEST PRICE (Rs per Quintal)"
"1","1966","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","77.7","-1.0","157.5","-1.0","-1.0","172.7","87.3","-1.0"
"1","1967","14","Chhattisgarh","Durg","110.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","87.8","113.4","-1.0","125.0","-1.0","-1.0","99.5","238.1","-1.0"
"1","1968","14","Chhattisgarh","Durg","98.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","78.9","71.9","-1.0","125.6","-1.0","-1.0","115.6","180.7","-1.0"
"1","1969","14","Chhattisgarh","Durg","94.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","101.4","89.5","-1.0","168.1","-1.0","-1.0","157.0","95.1","-1.0"
"1","1970","14","Chhattisgarh","Durg","95.4","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","82.4","95.8","-1.0","205.3","-1.0","100.0","133.9","111.3","-1.0"
"1","1971","14","Chhattisgarh","Durg","95.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","92.2","99.2","-1.0","200.0","-1.0","-1.0","139.6","147.0","-1.0"
"1","1972","14","Chhattisgarh","Durg","113.6","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","120.7","149.2","-1.0","272.5","-1.0","-1.0","163.1","213.8","-1.0"
"1","1973","14","Chhattisgarh","Durg","135.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","195.0","152.5","-1.0","275.5","-1.0","-1.0","271.0","200.0","-1.0"
"1","1974","14","Chhattisgarh","Durg","232.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","177.9","166.8","-1.0","304.3","-1.0","100.0","218.6","208.6","-1.0"
"1","1975","14","Chhattisgarh","Durg","168.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","122.4","115.2","-1.0","254.6","-1.0","-1.0","156.1","191.5","-1.0"
"1","1976","14","Chhattisgarh","Durg","163.1","75.6","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","130.8","200.7","-1.0","300.0","-1.0","-1.0","309.5","295.0","-1.0"
"1","1977","14","Chhattisgarh","Durg","158.9","80.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","192.8","259.4","-1.0","258.2","-1.0","-1.0","244.3","193.7","-1.0"
"1","1978","14","Chhattisgarh","Durg","147.8","83.2","120.9","-1.0","-1.0","-1.0","-1.0","-1.0","183.6","240.9","-1.0","272.8","-1.0","-1.0","260.8","-1.0","-1.0"
"1","1979","14","Chhattisgarh","Durg","188.0","101.8","148.9","-1.0","-1.0","-1.0","-1.0","-1.0","207.6","238.3","-1.0","385.0","-1.0","-1.0","383.0","-1.0","-1.0"
"1","1980","14","Chhattisgarh","Durg","189.2","107.6","181.4","-1.0","-1.0","-1.0","-1.0","-1.0","320.5","261.0","-1.0","436.0","-1.0","-1.0","419.5","-1.0","-1.0"
"1","1981","14","Chhattisgarh","Durg","213.4","116.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","275.0","-1.0","525.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","1982","14","Chhattisgarh","Durg","232.5","129.5","-1.0","-1.0","-1.0","-1.0","130.0","-1.0","-1.0","-1.0","-1.0","600.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","1983","14","Chhattisgarh","Durg","250.0","135.0","219.4","-1.0","-1.0","-1.0","-1.0","-1.0","304.7","350.0","-1.0","-1.0","-1.0","-1.0","465.6","-1.0","-1.0"
"1","1984","14","Chhattisgarh","Durg","237.8","128.4","183.7","-1.0","-1.0","-1.0","-1.0","-1.0","397.0","304.2","-1.0","563.3","-1.0","-1.0","483.0","-1.0","-1.0"
"1","1985","14","Chhattisgarh","Durg","255.8","137.5","198.6","-1.0","-1.0","-1.0","-1.0","-1.0","395.1","316.6","-1.0","575.0","-1.0","-1.0","451.2","-1.0","-1.0"
"1","1986","14","Chhattisgarh","Durg","250.7","141.9","196.6","-1.0","-1.0","-1.0","-1.0","-1.0","310.0","450.3","-1.0","830.2","-1.0","-1.0","662.6","-1.0","-1.0"
"1","1987","14","Chhattisgarh","Durg","283.1","163.8","250.0","-1.0","-1.0","-1.0","-1.0","-1.0","383.3","604.4","-1.0","570.4","-1.0","-1.0","695.5","-1.0","-1.0"
"1","1988","14","Chhattisgarh","Durg","333.9","182.5","326.7","-1.0","-1.0","-1.0","-1.0","-1.0","575.6","496.6","-1.0","703.8","-1.0","-1.0","675.0","-1.0","-1.0"
"1","1989","14","Chhattisgarh","Durg","356.4","208.1","305.4","-1.0","-1.0","-1.0","-1.0","-1.0","630.6","587.0","-1.0","787.0","-1.0","-1.0","722.4","-1.0","-1.0"
"1","1990","14","Chhattisgarh","Durg","382.0","230.0","329.0","-1.0","-1.0","-1.0","-1.0","-1.0","602.0","858.0","-1.0","1014.0","-1.0","-1.0","978.0","-1.0","-1.0"
"1","1991","14","Chhattisgarh","Durg","453.0","221.0","384.0","-1.0","-1.0","-1.0","-1.0","-1.0","641.0","822.0","-1.0","1750.0","-1.0","-1.0","1053.0","-1.0","-1.0"
"1","1992","14","Chhattisgarh","Durg","497.0","-1.0","448.0","-1.0","-1.0","-1.0","-1.0","-1.0","728.0","992.0","-1.0","1407.0","-1.0","-1.0","903.0","-1.0","-1.0"
"1","1993","14","Chhattisgarh","Durg","533.0","321.0","463.0","-1.0","-1.0","-1.0","-1.0","-1.0","986.0","908.0","-1.0","1325.0","-1.0","-1.0","1009.0","-1.0","-1.0"
"1","1994","14","Chhattisgarh","Durg","580.0","349.0","491.0","-1.0","-1.0","-1.0","575.0","-1.0","842.0","1268.0","-1.0","2750.0","-1.0","-1.0","1134.0","-1.0","-1.0"
"1","1995","14","Chhattisgarh","Durg","789.0","500.0","452.0","407.0","387.0","303.0","900.0","342.0","913.0","1526.0","1311.0","2963.0","1368.0","-1.0","1371.0","828.0","1894.0"
"1","1996","14","Chhattisgarh","Durg","837.0","-1.0","509.0","498.0","-1.0","463.0","-1.0","-1.0","1142.0","1329.0","-1.0","2050.0","-1.0","-1.0","1314.0","-1.0","-1.0"
"1","1997","14","Chhattisgarh","Durg","916.0","418.0","701.0","424.0","336.0","407.0","559.0","430.0","1147.0","1486.0","1196.0","2225.0","1050.0","1034.0","1357.0","1160.0","2123.0"
"1","1998","14","Chhattisgarh","Durg","-1.0","452.0","606.0","-1.0","-1.0","-1.0","-1.0","-1.0","1065.0","1296.0","-1.0","2487.0","-1.0","-1.0","1573.0","-1.0","-1.0"
"1","1999","14","Chhattisgarh","Durg","-1.0","506.0","776.0","-1.0","-1.0","-1.0","-1.0","-1.0","1239.0","1400.0","-1.0","2302.0","-1.0","-1.0","1419.0","-1.0","-1.0"
"1","2000","14","Chhattisgarh","Durg","-1.0","491.0","742.0","-1.0","-1.0","-1.0","1200.0","-1.0","1680.0","1389.0","-1.0","1690.0","-1.0","-1.0","1505.0","-1.0","-1.0"
"1","2001","14","Chhattisgarh","Durg","-1.0","507.0","755.0","-1.0","-1.0","-1.0","-1.0","-1.0","1401.0","1441.0","-1.0","-1.0","-1.0","-1.0","1614.0","-1.0","-1.0"
"1","2002","14","Chhattisgarh","Durg","-1.0","485.0","768.0","-1.0","-1.0","-1.0","-1.0","-1.0","1358.0","1317.0","-1.0","-1.0","-1.0","-1.0","1806.0","-1.0","-1.0"
"1","2003","14","Chhattisgarh","Durg","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","2004","14","Chhattisgarh","Durg","882.0","557.0","638.0","-1.0","-1.0","-1.0","-1.0","-1.0","1327.0","1529.0","-1.0","-1.0","-1.0","-1.0","1698.0","-1.0","-1.0"
"1","2005","14","Chhattisgarh","Durg","972.0","555.0","831.0","-1.0","-1.0","-1.0","-1.0","-1.0","1660.0","1712.0","-1.0","3055.0","-1.0","-1.0","1523.0","-1.0","-1.0"
"1","2006","14","Chhattisgarh","Durg","1046.0","593.0","1034.0","-1.0","-1.0","-1.0","-1.0","-1.0","2590.0","2282.0","-1.0","4647.0","-1.0","-1.0","1694.0","-1.0","-1.0"
"1","2007","14","Chhattisgarh","Durg","1033.0","697.0","1364.0","-1.0","-1.0","-1.0","-1.0","-1.0","2828.0","2508.0","-1.0","5072.0","-1.0","-1.0","2233.0","-1.0","-1.0"
"1","2008","14","Chhattisgarh","Durg","1421.0","882.0","1409.0","-1.0","-1.0","-1.0","-1.0","-1.0","2771.0","2350.0","-1.0","6650.0","-1.0","-1.0","3000.0","-1.0","-1.0"
"1","2009","14","Chhattisgarh","Durg","1600.0","927.0","1522.0","-1.0","-1.0","-1.0","-1.0","-1.0","2682.0","5085.0","-1.0","-1.0","-1.0","-1.0","4000.0","-1.0","-1.0"
"1","2010","14","Chhattisgarh","Durg","1825.0","1000.0","1485.0","-1.0","-1.0","-1.0","-1.0","-1.0","2604.0","5125.0","-1.0","8000.0","-1.0","-1.0","4961.0","-1.0","-1.0"
"1","2011","14","Chhattisgarh","Durg","1786.0","965.0","1356.0","-1.0","-1.0","-1.0","-1.0","-1.0","3367.0","4750.0","-1.0","-1.0","-1.0","-1.0","3883.0","-1.0","-1.0"
"1","2012","14","Chhattisgarh","Durg","-1.0","1256.0","1582.0","-1.0","-1.0","-1.0","-1.0","-1.0","3255.0","4581.0","4167.0","2600.0","-1.0","-1.0","3800.0","-1.0","-1.0"
"1","2013","14","Chhattisgarh","Durg","-1.0","1307.0","2000.0","-1.0","-1.0","-1.0","-1.0","-1.0","3000.0","4219.0","6000.0","-1.0","4000.0","-1.0","-1.0","-1.0","-1.0"
"1","2014","14","Chhattisgarh","Durg","2116.0","1395.0","1592.0","-1.0","-1.0","-1.0","-1.0","-1.0","3632.0","4951.0","5005.0","-1.0","-1.0","-1.0","-1.0","4009.0","-1.0"
"1","2015","14","Chhattisgarh","Durg","2977.0","1423.0","2327.0","-1.0","-1.0","-1.0","-1.0","-1.0","4034.0","6481.0","-1.0","10000.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1","2016","14","Chhattisgarh","Durg","3956.0","1509.33","1828.0","-1.0","-1.0","-1.0","-1.0","-1.0","4898.0","4572.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","1966","14","Chhattisgarh","Bastar","68.5","-1.0","-1.0","50.0","-1.0","52.4","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","149.6","-1.0","-1.0","121.7","-1.0"
"2","1967","14","Chhattisgarh","Bastar","87.8","-1.0","-1.0","67.0","-1.0","42.4","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","132.0","-1.0","-1.0","235.9","-1.0"
"2","1968","14","Chhattisgarh","Bastar","85.6","-1.0","-1.0","69.2","-1.0","43.6","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","114.5","-1.0","-1.0","210.7","-1.0"
"2","1969","14","Chhattisgarh","Bastar","97.2","-1.0","-1.0","56.9","-1.0","49.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","128.6","-1.0","-1.0","114.7","-1.0"
"2","1970","14","Chhattisgarh","Bastar","89.1","-1.0","-1.0","48.0","-1.0","42.7","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","132.9","-1.0","-1.0","125.1","-1.0"
"2","1971","14","Chhattisgarh","Bastar","88.3","-1.0","-1.0","-1.0","-1.0","39.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","135.0","-1.0","-1.0","162.0","-1.0"
"2","1972","14","Chhattisgarh","Bastar","97.0","-1.0","-1.0","-1.0","-1.0","52.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","142.3","-1.0","-1.0","239.8","-1.0"
"2","1973","14","Chhattisgarh","Bastar","124.3","-1.0","-1.0","-1.0","-1.0","78.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","289.5","-1.0","-1.0","233.8","-1.0"
"2","1974","14","Chhattisgarh","Bastar","185.4","-1.0","-1.0","-1.0","-1.0","103.2","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","211.1","-1.0","-1.0","256.8","-1.0"
"2","1975","14","Chhattisgarh","Bastar","190.5","-1.0","-1.0","-1.0","-1.0","76.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","138.2","-1.0","-1.0","243.4","-1.0"
"2","1976","14","Chhattisgarh","Bastar","141.5","70.4","-1.0","-1.0","-1.0","69.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","330.5","-1.0","-1.0","277.0","-1.0"
"2","1977","14","Chhattisgarh","Bastar","147.7","73.8","-1.0","-1.0","-1.0","65.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","275.1","-1.0","-1.0","221.0","-1.0"
"2","1978","14","Chhattisgarh","Bastar","133.3","71.3","125.7","67.5","-1.0","67.7","-1.0","-1.0","242.2","-1.0","-1.0","285.5","267.9","-1.0","-1.0","145.2","-1.0"
"2","1979","14","Chhattisgarh","Bastar","-1.0","92.7","170.0","89.3","-1.0","71.3","-1.0","-1.0","216.9","-1.0","-1.0","314.0","356.1","-1.0","337.5","274.1","-1.0"
"2","1980","14","Chhattisgarh","Bastar","176.8","93.8","177.9","100.4","-1.0","92.9","112.5","-1.0","303.1","-1.0","-1.0","383.5","458.1","-1.0","380.3","429.1","-1.0"
"2","1981","14","Chhattisgarh","Bastar","-1.0","111.4","200.0","122.2","-1.0","97.5","108.9","-1.0","287.5","-1.0","-1.0","421.4","411.2","-1.0","340.8","390.9","-1.0"
"2","1982","14","Chhattisgarh","Bastar","240.0","124.9","252.5","145.8","-1.0","106.8","124.2","-1.0","200.0","-1.0","-1.0","430.6","386.4","-1.0","360.3","363.4","-1.0"
"2","1983","14","Chhattisgarh","Bastar","322.1","-1.0","293.0","126.3","-1.0","114.7","124.5","-1.0","426.7","-1.0","-1.0","521.2","545.8","-1.0","403.1","402.6","-1.0"
"2","1984","14","Chhattisgarh","Bastar","248.2","-1.0","245.3","98.5","-1.0","104.4","198.0","-1.0","479.2","-1.0","-1.0","544.1","437.0","-1.0","397.8","489.8","-1.0"
"2","1985","14","Chhattisgarh","Bastar","251.1","-1.0","226.5","130.0","-1.0","123.4","135.3","-1.0","505.0","-1.0","-1.0","526.2","369.9","-1.0","381.0","495.3","-1.0"
"2","1986","14","Chhattisgarh","Bastar","261.8","-1.0","251.4","126.2","-1.0","120.0","135.5","-1.0","450.7","-1.0","-1.0","754.1","568.1","-1.0","575.0","545.4","-1.0"
"2","1987","14","Chhattisgarh","Bastar","290.9","-1.0","262.3","121.5","-1.0","158.6","170.6","-1.0","521.7","-1.0","-1.0","774.2","635.2","-1.0","600.0","529.5","-1.0"
"2","1988","14","Chhattisgarh","Bastar","351.1","-1.0","325.4","148.1","-1.0","150.6","182.1","-1.0","708.9","-1.0","-1.0","639.5","544.3","-1.0","572.5","522.0","-1.0"
"2","1989","14","Chhattisgarh","Bastar","369.5","177.8","326.0","151.1","-1.0","154.2","-1.0","-1.0","780.6","-1.0","-1.0","793.6","612.9","-1.0","650.0","660.4","-1.0"
"2","1990","14","Chhattisgarh","Bastar","374.0","189.0","342.0","225.0","-1.0","167.0","-1.0","-1.0","830.0","-1.0","-1.0","881.0","949.0","-1.0","879.0","639.0","-1.0"
"2","1991","14","Chhattisgarh","Bastar","441.0","235.0","459.0","333.0","-1.0","265.0","368.0","-1.0","1023.0","-1.0","-1.0","1091.0","1032.0","-1.0","818.0","685.0","-1.0"
"2","1992","14","Chhattisgarh","Bastar","453.0","273.0","409.0","460.0","-1.0","288.0","328.0","-1.0","911.0","-1.0","-1.0","1343.0","885.0","-1.0","503.0","736.0","-1.0"
"2","1993","14","Chhattisgarh","Bastar","519.0","313.0","476.0","322.0","-1.0","234.0","347.0","-1.0","1003.0","-1.0","-1.0","1164.0","1082.0","-1.0","742.0","1008.0","-1.0"
"2","1994","14","Chhattisgarh","Bastar","587.0","353.0","493.0","554.0","-1.0","316.0","406.0","-1.0","1244.0","-1.0","-1.0","1502.0","1294.0","-1.0","836.0","1178.0","-1.0"
"2","1995","14","Chhattisgarh","Bastar","751.0","449.0","601.0","422.0","387.0","324.0","358.0","342.0","1281.0","1434.0","1311.0","1303.0","1347.0","-1.0","1347.0","1129.0","1894.0"
"2","1996","14","Chhattisgarh","Bastar","877.0","-1.0","764.0","589.0","-1.0","426.0","540.0","-1.0","1096.0","1323.0","-1.0","1332.0","1287.0","-1.0","1170.0","1146.0","-1.0"
"2","1997","14","Chhattisgarh","Bastar","898.0","418.0","697.0","424.0","336.0","315.0","561.0","430.0","1482.0","1464.0","1196.0","1569.0","1311.0","1034.0","1000.0","1398.0","2123.0"
"2","1998","14","Chhattisgarh","Bastar","-1.0","416.0","805.0","417.0","-1.0","331.0","535.0","-1.0","1582.0","-1.0","-1.0","1704.0","1425.0","-1.0","1200.0","1290.0","-1.0"
"2","1999","14","Chhattisgarh","Bastar","-1.0","458.0","838.0","492.0","-1.0","405.0","628.0","-1.0","1466.0","-1.0","-1.0","1290.0","1213.0","-1.0","1400.0","1236.0","-1.0"
"2","2000","14","Chhattisgarh","Bastar","-1.0","499.0","949.0","500.0","-1.0","395.0","589.0","-1.0","3544.0","-1.0","-1.0","1956.0","1463.0","-1.0","-1.0","1096.0","-1.0"
"2","2001","14","Chhattisgarh","Bastar","-1.0","471.0","997.0","629.0","-1.0","396.0","-1.0","-1.0","1669.0","-1.0","-1.0","1845.0","2320.0","-1.0","-1.0","1292.0","-1.0"
"2","2002","14","Chhattisgarh","Bastar","-1.0","382.0","975.0","-1.0","-1.0","500.0","-1.0","-1.0","1618.0","-1.0","-1.0","2000.0","1947.0","-1.0","-1.0","1235.0","-1.0"
"2","2003","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","2004","14","Chhattisgarh","Bastar","824.0","506.0","1029.0","1000.0","-1.0","-1.0","624.0","-1.0","1574.0","-1.0","-1.0","-1.0","1765.0","-1.0","-1.0","1409.0","-1.0"
"2","2005","14","Chhattisgarh","Bastar","855.0","545.0","1080.0","-1.0","-1.0","509.0","712.0","-1.0","2058.0","-1.0","-1.0","3200.0","-1.0","-1.0","-1.0","1454.0","-1.0"
"2","2006","14","Chhattisgarh","Bastar","924.0","583.0","1157.0","450.0","-1.0","545.0","-1.0","-1.0","2530.0","2309.0","-1.0","2324.0","2704.0","-1.0","1867.0","-1.0","-1.0"
"2","2007","14","Chhattisgarh","Bastar","965.0","714.0","1296.0","1400.0","-1.0","558.0","-1.0","-1.0","2691.0","2508.0","-1.0","4333.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","2008","14","Chhattisgarh","Bastar","1435.0","934.0","1543.0","-1.0","-1.0","523.0","1385.0","-1.0","2694.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1856.0","-1.0"
"2","2009","14","Chhattisgarh","Bastar","1479.0","965.0","1700.0","-1.0","-1.0","827.0","1061.0","-1.0","3059.0","-1.0","-1.0","3104.0","2329.0","-1.0","-1.0","2988.0","-1.0"
"2","2010","14","Chhattisgarh","Bastar","1425.0","1015.0","2000.0","-1.0","-1.0","835.0","1086.0","-1.0","2577.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","3064.0","-1.0"
"2","2011","14","Chhattisgarh","Bastar","1862.0","1173.0","2150.0","-1.0","-1.0","-1.0","-1.0","-1.0","5500.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2938.0","-1.0"
"2","2012","14","Chhattisgarh","Bastar","2000.0","1268.0","1520.0","-1.0","-1.0","800.0","-1.0","-1.0","4500.0","-1.0","2600.0","-1.0","-1.0","-1.0","-1.0","3661.0","-1.0"
"2","2013","14","Chhattisgarh","Bastar","-1.0","1108.0","-1.0","-1.0","-1.0","1093.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2872.0","-1.0"
"2","2014","14","Chhattisgarh","Bastar","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","7910.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"2","2015","14","Chhattisgarh","Bastar","2933.0","1297.0","-1.0","-1.0","-1.0","2800.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","3533.0","-1.0"
"2","2016","14","Chhattisgarh","Bastar","-1.0","1331.0","-1.0","2550.0","-1.0","1260.0","-1.0","-1.0","5750.0","6362.5","-1.0","11183.0","6000.0","-1.0","-1.0","4667.0","-1.0"
"3","1966","14","Chhattisgarh","Raipur","71.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","83.6","-1.0","170.9","-1.0","153.9","169.5","110.2","-1.0"
"3","1967","14","Chhattisgarh","Raipur","90.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","96.0","-1.0","147.3","-1.0","122.9","108.9","211.1","-1.0"
"3","1968","14","Chhattisgarh","Raipur","100.1","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","82.3","-1.0","143.1","-1.0","95.2","117.0","172.7","-1.0"
"3","1969","14","Chhattisgarh","Raipur","98.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","96.8","-1.0","169.7","-1.0","121.7","157.8","94.1","-1.0"
"3","1970","14","Chhattisgarh","Raipur","92.4","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","90.6","153.5","179.3","-1.0","127.8","138.1","104.1","-1.0"
"3","1971","14","Chhattisgarh","Raipur","91.2","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","100.3","143.5","-1.0","-1.0","127.0","144.2","127.5","-1.0"
"3","1972","14","Chhattisgarh","Raipur","99.7","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","160.9","156.8","214.6","-1.0","-1.0","174.2","-1.0","-1.0"
"3","1973","14","Chhattisgarh","Raipur","126.2","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","149.2","182.6","271.4","-1.0","-1.0","283.0","197.5","-1.0"
"3","1974","14","Chhattisgarh","Raipur","184.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","158.5","223.6","318.5","-1.0","222.5","215.1","209.4","-1.0"
"3","1975","14","Chhattisgarh","Raipur","167.2","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","105.2","170.2","260.7","-1.0","-1.0","152.1","200.5","-1.0"
"3","1976","14","Chhattisgarh","Raipur","143.3","82.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","250.0","235.2","351.3","-1.0","200.0","318.9","206.7","-1.0"
"3","1977","14","Chhattisgarh","Raipur","149.7","85.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","246.8","231.5","369.7","-1.0","-1.0","235.3","180.0","-1.0"
"3","1978","14","Chhattisgarh","Raipur","142.4","82.9","117.1","-1.0","-1.0","-1.0","-1.0","-1.0","190.2","-1.0","201.7","261.2","-1.0","-1.0","251.9","-1.0","-1.0"
"3","1979","14","Chhattisgarh","Raipur","175.4","104.4","151.2","-1.0","-1.0","-1.0","-1.0","-1.0","220.4","-1.0","273.4","367.7","-1.0","-1.0","372.8","-1.0","-1.0"
"3","1980","14","Chhattisgarh","Raipur","180.0","105.5","184.2","-1.0","-1.0","-1.0","-1.0","-1.0","306.0","-1.0","346.2","425.2","-1.0","-1.0","427.4","-1.0","-1.0"
"3","1981","14","Chhattisgarh","Raipur","202.9","116.5","164.2","-1.0","-1.0","-1.0","-1.0","-1.0","265.8","-1.0","389.9","474.2","-1.0","-1.0","379.4","-1.0","-1.0"
"3","1982","14","Chhattisgarh","Raipur","243.5","131.4","244.3","-1.0","-1.0","-1.0","-1.0","-1.0","266.1","-1.0","343.5","491.4","-1.0","-1.0","396.1","-1.0","-1.0"
"3","1983","14","Chhattisgarh","Raipur","263.0","-1.0","225.7","-1.0","-1.0","-1.0","-1.0","-1.0","302.4","350.0","462.1","594.8","-1.0","-1.0","420.9","-1.0","-1.0"
"3","1984","14","Chhattisgarh","Raipur","240.0","-1.0","188.0","-1.0","-1.0","-1.0","-1.0","-1.0","394.5","326.4","497.6","678.9","-1.0","-1.0","484.1","-1.0","-1.0"
"3","1985","14","Chhattisgarh","Raipur","259.8","-1.0","214.4","-1.0","-1.0","-1.0","-1.0","-1.0","462.4","345.0","446.7","500.0","-1.0","-1.0","455.9","-1.0","-1.0"
"3","1986","14","Chhattisgarh","Raipur","246.1","-1.0","191.0","-1.0","-1.0","-1.0","-1.0","-1.0","311.1","426.4","560.1","775.0","-1.0","-1.0","669.8","-1.0","-1.0"
"3","1987","14","Chhattisgarh","Raipur","274.8","-1.0","244.5","-1.0","-1.0","-1.0","-1.0","-1.0","438.8","584.6","606.0","868.2","-1.0","-1.0","767.3","-1.0","-1.0"
"3","1988","14","Chhattisgarh","Raipur","332.3","-1.0","312.1","-1.0","-1.0","-1.0","225.0","-1.0","595.0","553.5","630.5","713.0","-1.0","-1.0","641.2","-1.0","-1.0"
"3","1989","14","Chhattisgarh","Raipur","358.0","202.9","311.9","-1.0","-1.0","-1.0","-1.0","-1.0","638.8","650.0","630.4","776.5","-1.0","-1.0","754.6","-1.0","-1.0"
"3","1990","14","Chhattisgarh","Raipur","356.0","207.0","320.0","-1.0","-1.0","-1.0","-1.0","-1.0","552.0","885.0","843.0","1154.0","-1.0","-1.0","1005.0","-1.0","-1.0"
"3","1991","14","Chhattisgarh","Raipur","-1.0","239.0","397.0","-1.0","-1.0","-1.0","450.0","-1.0","616.0","1001.0","1188.0","1550.0","-1.0","-1.0","1005.0","-1.0","-1.0"
"3","1992","14","Chhattisgarh","Raipur","490.0","295.0","408.0","-1.0","-1.0","-1.0","-1.0","-1.0","698.0","-1.0","1400.0","1475.0","-1.0","-1.0","908.0","-1.0","-1.0"
"3","1993","14","Chhattisgarh","Raipur","526.0","317.0","459.0","-1.0","-1.0","-1.0","-1.0","-1.0","954.0","1025.0","1000.0","1550.0","-1.0","-1.0","1011.0","-1.0","-1.0"
"3","1994","14","Chhattisgarh","Raipur","628.0","378.0","465.0","-1.0","-1.0","-1.0","-1.0","-1.0","871.0","1297.0","1564.0","2167.0","-1.0","-1.0","1106.0","-1.0","-1.0"
"3","1995","14","Chhattisgarh","Raipur","800.0","467.0","467.0","407.0","387.0","303.0","500.0","342.0","946.0","1498.0","1499.0","2010.0","1071.0","-1.0","1300.0","828.0","1894.0"
